next trial
1,266
1,818
1,787
1,660
1,833
1,624
1,231
1,423
1,588
1,128
1,416
1,65
1,301
1,294
1,300
1,543
1,401
1,120
1,462
1,18
1,236
1,4
1,336
1,274
1,580
1,473
1,360
1,30
1,741
1,749
1,566
1,192
1,144
1,500
1,709
1,83
1,545
1,61
1,252
1,380
1,630
1,331
1,346
1,839
1,98
1,685
1,105
1,535
1,197
1,418
1,325
1,220
1,254
1,173
1,414
1,313
1,601
1,600
1,752
1,142
1,404
1,757
2,28
2,99
2,93
2,432
2,222
2,407
2,394
2,203
2,410
2,397
2,19
2,334
2,286
2,95
2,45
2,32
2,348
2,387
2,126
2,333
2,439
2,111
2,389
2,270
2,267
2,146
2,110
2,299
2,362
2,211
2,147
2,60
3,2
3,17
3,70
3,13
3,43
3,72
next trial
1,141
1,718
1,808
1,477
1,181
1,139
1,554
1,610
1,470
1,91
1,439
1,293
1,772
1,352
1,484
1,517
1,539
1,326
1,598
1,288
1,392
1,330
1,435
1,571
1,163
1,558
1,160
1,321
1,385
1,427
1,835
1,136
1,760
1,444
1,443
1,273
1,824
1,140
1,496
1,667
1,313
1,603
1,127
1,372
1,525
1,236
1,501
1,399
1,502
1,228
1,724
1,768
1,174
1,21
1,85
1,659
1,472
1,138
1,159
1,55
1,169
1,704
2,214
2,85
2,412
2,237
2,46
2,94
2,278
2,170
2,409
2,145
2,122
2,330
2,41
2,217
2,31
2,123
2,402
2,227
2,8
2,183
2,359
2,369
2,115
2,440
2,116
2,331
2,235
2,404
2,429
2,148
2,118
2,380
3,12
3,70
3,45
3,31
3,56
3,5
next trial
1,738
1,726
1,345
1,477
1,431
1,422
1,168
1,223
1,622
1,608
1,40
1,538
1,315
1,340
1,648
1,563
1,562
1,418
1,468
1,486
1,624
1,88
1,702
1,441
1,68
1,459
1,283
1,281
1,677
1,788
1,155
1,715
1,343
1,142
1,267
1,843
1,756
1,558
1,435
1,515
1,484
1,576
1,228
1,91
1,352
1,559
1,478
1,488
1,44
1,293
1,320
1,316
1,609
1,535
1,543
1,243
1,138
1,773
1,314
1,464
1,232
1,178
2,407
2,22
2,353
2,415
2,71
2,114
2,416
2,166
2,266
2,5
2,167
2,212
2,206
2,42
2,137
2,375
2,378
2,184
2,185
2,34
2,323
2,73
2,161
2,150
2,254
2,385
2,283
2,35
2,226
2,146
2,261
2,160
3,16
3,18
3,37
3,12
3,1
3,35
next trial
1,627
1,459
1,791
1,316
1,4
1,839
1,659
1,175
1,752
1,50
1,39
1,111
1,621
1,397
1,314
1,432
1,283
1,180
1,244
1,794
1,534
1,718
1,830
1,786
1,121
1,188
1,40
1,257
1,608
1,185
1,827
1,15
1,439
1,291
1,485
1,665
1,234
1,662
1,843
1,702
1,714
1,456
1,735
1,757
1,260
1,458
1,576
1,186
1,581
1,97
1,297
1,98
1,555
1,353
1,212
1,446
1,696
1,391
1,425
1,398
1,6
1,760
2,399
2,337
2,366
2,312
2,281
2,244
2,52
2,78
2,249
2,163
2,231
2,13
2,324
2,439
2,182
2,180
2,326
2,271
2,124
2,149
2,144
2,426
2,7
2,91
2,358
2,393
2,345
2,423
2,83
2,219
2,82
2,286
3,32
3,30
3,11
3,43
3,36
3,73
next trial
1,385
1,425
1,13
1,502
1,770
1,138
1,641
1,565
1,82
1,396
1,234
1,426
1,523
1,41
1,450
1,391
1,18
1,370
1,775
1,688
1,492
1,680
1,741
1,74
1,607
1,419
1,539
1,748
1,515
1,713
1,717
1,747
1,355
1,384
1,582
1,186
1,513
1,274
1,739
1,140
1,195
1,767
1,148
1,673
1,51
1,278
1,238
1,109
1,564
1,246
1,599
1,448
1,56
1,40
1,540
1,622
1,672
1,434
1,343
1,240
1,178
1,568
2,244
2,400
2,192
2,180
2,179
2,227
2,432
2,28
2,253
2,357
2,140
2,130
2,173
2,429
2,169
2,224
2,324
2,279
2,160
2,62
2,153
2,260
2,124
2,331
2,166
2,13
2,21
2,431
2,404
2,358
2,306
2,70
3,61
3,38
3,49
3,6
3,77
3,44
next trial
1,636
1,313
1,314
1,4
1,214
1,789
1,786
1,323
1,104
1,218
1,695
1,657
1,577
1,53
1,614
1,446
1,591
1,780
1,361
1,459
1,164
1,762
1,783
1,545
1,127
1,243
1,230
1,416
1,687
1,219
1,353
1,229
1,192
1,356
1,571
1,626
1,612
1,601
1,532
1,120
1,834
1,307
1,607
1,350
1,741
1,399
1,426
1,709
1,557
1,223
1,339
1,1
1,364
1,293
1,637
1,708
1,825
1,112
1,78
1,812
1,452
1,464
2,151
2,36
2,106
2,395
2,203
2,58
2,169
2,304
2,248
2,314
2,72
2,219
2,239
2,207
2,87
2,215
2,79
2,184
2,433
2,393
2,55
2,367
2,320
2,150
2,28
2,271
2,308
2,226
2,388
2,233
2,73
2,426
3,5
3,51
3,35
3,42
3,74
3,41
next trial
1,529
1,592
1,755
1,556
1,555
1,321
1,163
1,122
1,15
1,109
1,182
1,646
1,745
1,287
1,658
1,361
1,358
1,842
1,787
1,678
1,607
1,37
1,309
1,184
1,700
1,172
1,587
1,825
1,388
1,280
1,490
1,420
1,500
1,71
1,450
1,303
1,90
1,598
1,501
1,602
1,757
1,292
1,48
1,724
1,150
1,77
1,738
1,247
1,723
1,752
1,635
1,282
1,125
1,68
1,398
1,423
1,725
1,820
1,641
1,761
1,835
1,216
2,52
2,48
2,263
2,264
2,116
2,20
2,228
2,284
2,185
2,266
2,130
2,158
2,404
2,213
2,72
2,55
2,397
2,71
2,35
2,307
2,118
2,216
2,29
2,439
2,110
2,269
2,350
2,401
2,94
2,169
2,268
2,281
3,58
3,68
3,3
3,63
3,49
3,14
next trial
1,650
1,476
1,271
1,381
1,56
1,130
1,174
1,421
1,355
1,320
1,751
1,564
1,246
1,698
1,29
1,21
1,733
1,154
1,322
1,596
1,839
1,663
1,643
1,542
1,814
1,328
1,605
1,798
1,665
1,143
1,412
1,435
1,175
1,563
1,829
1,160
1,836
1,600
1,195
1,526
1,432
1,827
1,689
1,318
1,249
1,187
1,495
1,490
1,807
1,389
1,269
1,211
1,100
1,294
1,840
1,581
1,274
1,481
1,104
1,825
1,255
1,189
2,440
2,193
2,54
2,430
2,157
2,352
2,178
2,317
2,334
2,420
2,363
2,71
2,126
2,183
2,94
2,295
2,179
2,340
2,249
2,438
2,216
2,24
2,427
2,202
2,57
2,9
2,210
2,339
2,186
2,170
2,117
2,128
3,20
3,70
3,65
3,77
3,7
3,23
next trial
1,293
1,472
1,330
1,436
1,208
1,519
1,550
1,796
1,403
1,726
1,832
1,439
1,149
1,447
1,501
1,337
1,60
1,402
1,287
1,794
1,685
1,484
1,358
1,100
1,274
1,14
1,354
1,367
1,307
1,551
1,176
1,323
1,613
1,538
1,759
1,639
1,532
1,309
1,602
1,169
1,744
1,567
1,70
1,692
1,121
1,219
1,423
1,326
1,183
1,384
1,665
1,533
1,825
1,568
1,25
1,321
1,201
1,349
1,22
1,84
1,590
1,120
2,130
2,292
2,63
2,403
2,345
2,392
2,87
2,317
2,285
2,2
2,116
2,175
2,399
2,415
2,349
2,319
2,107
2,154
2,28
2,161
2,112
2,4
2,296
2,332
2,238
2,57
2,324
2,188
2,424
2,137
2,435
2,231
3,43
3,33
3,57
3,21
3,37
3,14
next trial
1,370
1,86
1,361
1,795
1,424
1,730
1,683
1,169
1,565
1,775
1,192
1,804
1,654
1,555
1,643
1,237
1,323
1,318
1,624
1,701
1,363
1,30
1,291
1,466
1,474
1,610
1,586
1,444
1,262
1,137
1,116
1,693
1,799
1,324
1,521
1,21
1,95
1,33
1,345
1,204
1,715
1,772
1,105
1,56
1,705
1,617
1,572
1,153
1,716
1,346
1,281
1,552
1,156
1,789
1,451
1,233
1,551
1,440
1,77
1,597
1,618
1,647
2,241
2,343
2,165
2,1
2,235
2,23
2,68
2,425
2,369
2,236
2,117
2,336
2,259
2,283
2,368
2,330
2,355
2,345
2,229
2,168
2,67
2,30
2,244
2,351
2,423
2,387
2,254
2,389
2,97
2,419
2,174
2,48
3,32
3,39
3,60
3,55
3,9
3,23
next trial
1,673
1,834
1,525
1,53
1,787
1,419
1,535
1,92
1,391
1,690
1,534
1,727
1,529
1,454
1,428
1,755
1,448
1,459
1,326
1,197
1,186
1,313
1,708
1,692
1,328
1,653
1,424
1,34
1,107
1,33
1,574
1,66
1,422
1,213
1,372
1,209
1,10
1,141
1,480
1,78
1,698
1,455
1,475
1,680
1,331
1,254
1,658
1,250
1,729
1,222
1,677
1,168
1,24
1,55
1,220
1,105
1,218
1,560
1,592
1,771
1,483
1,329
2,280
2,221
2,267
2,28
2,395
2,152
2,375
2,399
2,38
2,93
2,180
2,80
2,310
2,197
2,226
2,286
2,45
2,176
2,208
2,119
2,278
2,121
2,113
2,348
2,21
2,5
2,82
2,295
2,336
2,246
2,227
2,301
3,45
3,26
3,47
3,77
3,7
3,12
next trial
1,390
1,376
1,294
1,297
1,640
1,496
1,396
1,744
1,374
1,99
1,79
1,231
1,375
1,309
1,185
1,316
1,239
1,724
1,417
1,511
1,166
1,457
1,190
1,784
1,135
1,588
1,366
1,485
1,53
1,171
1,188
1,707
1,416
1,627
1,795
1,359
1,1
1,262
1,540
1,550
1,391
1,451
1,105
1,14
1,95
1,435
1,65
1,350
1,386
1,633
1,321
1,395
1,680
1,516
1,268
1,261
1,561
1,604
1,471
1,708
1,757
1,465
2,111
2,278
2,364
2,211
2,249
2,156
2,172
2,290
2,116
2,10
2,110
2,257
2,284
2,147
2,233
2,344
2,101
2,270
2,426
2,38
2,195
2,297
2,308
2,83
2,188
2,240
2,304
2,51
2,309
2,387
2,253
2,282
3,64
3,65
3,30
3,70
3,67
3,20
next trial
1,805
1,824
1,195
1,721
1,587
1,255
1,818
1,81
1,213
1,282
1,237
1,11
1,540
1,388
1,584
1,152
1,762
1,712
1,135
1,435
1,7
1,619
